ID,Date,name_in_NOW_data,VOs,V,O,V_string,O_string,Side,V_lemmatized,verb,Perspective(wo),Perspective(ws),Perspective(so),Effect(o),Effect(s),Value(o),Value(s),State(o),State(s),Perspective(ro),Perspective(rs),Perspective(os),name_in_allsides_data,media_bias_rating,accessed,column,url,url_allsides,category
85196447,20-06-17,Detroit News,"([establish], [the, Breonna, Taylor, Notification, Act])",[establish],"[the, Breonna, Taylor, Notification, Act]",establish,the Breonna Taylor Notification Act,-1,establish,establish,0.233333333333,0.2,0.566666666667,0.733333333333,0.466666666667,0.466666666667,0.733333333333,0.266666666667,0.633333333333,0.3,0.333333333333,0.266666666667,Detroit News,Center,from AllSides December 2021,,http://www.detroitnews.com/,https://www.allsides.com/news-source/detroit-news,News Media
85243540,20-06-23,The Hill,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,The Hill,Center,from AllSides December 2021,,https://www.thehill.com,https://www.allsides.com/news-source/hill-media-bias,News Media
85275337,20-06-26,Reuters,"([shot], [BREONNA, TAYLOR, Taylor])",[shot],"[BREONNA, TAYLOR, Taylor]",shot,BREONNA TAYLOR Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,,,,,,,
85067759,20-06-01,Bleacher Report,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,,,,,,,
85069951,20-06-01,The Hill,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,The Hill,Center,from AllSides December 2021,,https://www.thehill.com,https://www.allsides.com/news-source/hill-media-bias,News Media
85095557,20-06-04,YAHOO!,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,Yahoo News,Lean Left,from AllSides December 2021,,https://www.yahoo.com/,https://www.allsides.com/news-source/yahoo-news-media-bias,News Media
85099352,20-06-04,NBC Sports,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,,,,,,,
85106156,20-06-05,Tennessean,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,The Tennesseean,Center,from AllSides December 2021,,https://www.tennessean.com/,https://www.allsides.com/news-source/tennesseean-media-bias,News Media
85106959,20-06-05,The Denver Post,"([killed], [Breonna])",[killed],[Breonna],killed,Breonna,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,Denver Post,Lean Left,from supervisor 2019,media_bias,,,
85152051,20-06-11,NPR,"([have], [the, Breonna, Taylor, Notification, Act])",[have],"[the, Breonna, Taylor, Notification, Act]",have,the Breonna Taylor Notification Act,-1,have,have,0.366666666667,0.333333333333,0.466666666667,0.0666666666667,0.2,0.466666666667,0.6,0.0666666666667,0.366666666667,0.4,0.366666666667,0.0666666666667,NPR (Online News),Center,from AllSides December 2021,,http://www.npr.org/,https://www.allsides.com/news-source/npr-media-bias,News Media
85266551,20-06-25,Courier-Journal,"([honor], [Breonna])",[honor],[Breonna],honor,Breonna,-1,honor,honor,0.8,0.533333333333,0.566666666667,0.8,0.266666666667,0.733333333333,0.466666666667,0.8,0.7,0.7,0.566666666667,0.7,,,,,,,
85267954,20-06-25,Indianapolis Star,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,Indianapolis Star,Lean Left,from supervisor 2019,media_bias,,,
85312023,20-07-01,The Hill,"([murdered], [Breonna, Taylor])",[murdered],"[Breonna, Taylor]",murdered,Breonna Taylor,-1,murder,murder,0.133333333333,-0.733333333333,-0.766666666667,-0.933333333333,-0.4,0.466666666667,-0.0666666666667,-0.733333333333,-0.466666666667,0.233333333333,-0.8,-0.733333333333,The Hill,Center,from AllSides December 2021,,https://www.thehill.com,https://www.allsides.com/news-source/hill-media-bias,News Media
85499112,20-07-25,Chicago Tribune,"([wear], [Breonna, Taylor])",[wear],"[Breonna, Taylor]",wear,Breonna Taylor,-1,wear,wear,0.4,0.433333333333,0.6,0.133333333333,0.466666666667,0.6,0.866666666667,-0.0333333333333,0.566666666667,0.4,0.5,-0.0333333333333,Chicago Tribune,Center,from AllSides December 2021,,http://www.chicagotribune.com/,https://www.allsides.com/news-source/chicago-tribune,News Media
31881178,20-06-04,rollingstone.com,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,RollingStone.com,Left,from AllSides December 2021,,http://www.rollingstone.com/,https://www.allsides.com/news-source/rolling-stone,News Media
85193183,20-06-16,GRAMMY.com,"([shot], [26, -, year, -, old, Breonna, Taylor])",[shot],"[26, -, year, -, old, Breonna, Taylor]",shot,26 - year - old Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,,,,,,,
85219684,20-06-19,Reason,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,Reason,Lean Right,from AllSides December 2021,,http://reason.com/,https://www.allsides.com/news-source/reason,News Media
85245282,20-06-23,ABC,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,ABC News (Online),Lean Left,from AllSides December 2021,,http://abcnews.go.com/,https://www.allsides.com/news-source/abc-news-media-bias,News Media
85245282,20-06-23,ABC,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,ABC News (Online),Lean Left,from AllSides December 2021,,http://abcnews.go.com/,https://www.allsides.com/news-source/abc-news-media-bias,News Media
85266681,20-06-25,Entertainment Tonight,"([created], [Breonna])",[created],[Breonna],created,Breonna,-1,create,create,0.266666666667,0.266666666667,0.166666666667,0.333333333333,0.266666666667,0.466666666667,0.866666666667,0.0,0.166666666667,0.166666666667,0.2,0.0666666666667,,,,,,,
85267781,20-06-25,TMZ,"([shot], [Breonna])",[shot],[Breonna],shot,Breonna,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,,Lean Left,Ad Fontes Media Bias Chart 2021,,,,
31877266,20-06-03,people.com,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,People Magazine,Lean Left,from supervisor 2019,media_bias,,,
31877370,20-06-03,wbur.org,"([planned], [Breonna, Taylor])",[planned],"[Breonna, Taylor]",planned,Breonna Taylor,-1,plan,plan,0.533333333333,0.566666666667,0.566666666667,0.533333333333,0.266666666667,0.466666666667,0.866666666667,0.1,0.6,0.566666666667,0.5,0.0333333333333,,,,,,,
31912663,20-06-22,latimes.com,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,LA Times (Los Angeles Times),Lean Left,from supervisor 2019,media_bias,,,
85073771,20-06-01,YAHOO!,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,Yahoo News,Lean Left,from AllSides December 2021,,https://www.yahoo.com/,https://www.allsides.com/news-source/yahoo-news-media-bias,News Media
85099565,20-06-04,HuffPost,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,HuffPost,Left,from AllSides December 2021,,https://www.huffpost.com/,https://www.allsides.com/news-source/huffpost-media-bias,News Media
85102366,20-06-05,,"([murdered], [Breonna, Taylor])",[murdered],"[Breonna, Taylor]",murdered,Breonna Taylor,-1,murder,murder,0.133333333333,-0.733333333333,-0.766666666667,-0.933333333333,-0.4,0.466666666667,-0.0666666666667,-0.733333333333,-0.466666666667,0.233333333333,-0.8,-0.733333333333,,,,,,,
85116168,20-06-07,YAHOO!,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,Yahoo News,Lean Left,from AllSides December 2021,,https://www.yahoo.com/,https://www.allsides.com/news-source/yahoo-news-media-bias,News Media
85184967,20-06-15,Teen Vogue,"([killed], [Breonna])",[killed],[Breonna],killed,Breonna,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,Teen Vogue,Lean Left,from AllSides December 2021,,http://www.teenvogue.com/,https://www.allsides.com/news-source/teen-vogue,News Media
85184967,20-06-15,Teen Vogue,"([passed], [Breonna, 's, Law])",[passed],"[Breonna, 's, Law]",passed,Breonna 's Law,-1,pass,pass,0.133333333333,0.266666666667,0.0,0.2,0.2,0.333333333333,0.6,0.0,0.1,0.0333333333333,0.166666666667,0.0333333333333,Teen Vogue,Lean Left,from AllSides December 2021,,http://www.teenvogue.com/,https://www.allsides.com/news-source/teen-vogue,News Media
85212271,20-06-19,YAHOO!,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,Yahoo News,Lean Left,from AllSides December 2021,,https://www.yahoo.com/,https://www.allsides.com/news-source/yahoo-news-media-bias,News Media
85213269,20-06-19,The Arizona Republic,"([shared], [Breonna, Taylor, Song])",[shared],"[Breonna, Taylor, Song]",shared,Breonna Taylor Song,-1,share,share,0.266666666667,0.466666666667,0.333333333333,0.133333333333,0.266666666667,0.466666666667,1.0,0.0,0.366666666667,0.233333333333,0.433333333333,-0.0333333333333,Arizona Republic,Lean Right,from supervisor 2019,media_bias,,,
85251665,20-06-23,Salon,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,Salon,Left,from AllSides December 2021,,http://www.salon.com/,https://www.allsides.com/news-source/salon,News Media
85257668,20-06-24,Orlando Sentinel,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,Orlando Sentinel,Lean Right,from supervisor 2019,media_bias,,,
31930525,20-07-01,theringer.com,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,The Ringer,Lean Left,from supervisor 2019,media_bias,,,
85399532,20-07-12,YAHOO!,"([produced], [Breonna, Taylor])",[produced],"[Breonna, Taylor]",produced,Breonna Taylor,-1,produce,produce,0.366666666667,0.4,0.366666666667,0.6,0.133333333333,0.733333333333,0.866666666667,0.133333333333,0.333333333333,0.366666666667,0.366666666667,0.166666666667,Yahoo News,Lean Left,from AllSides December 2021,,https://www.yahoo.com/,https://www.allsides.com/news-source/yahoo-news-media-bias,News Media
85422635,20-07-15,NBC Sports,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,,,,,,,
85433229,20-07-16,Billboard on MSN.com,"([used], [JuticeForBreonna])",[used],[JuticeForBreonna],used,JuticeForBreonna,-1,use,use,0.433333333333,0.166666666667,0.433333333333,-0.0666666666667,0.466666666667,0.466666666667,0.866666666667,-0.0333333333333,0.3,0.366666666667,0.3,-0.0666666666667,,,,,,,
85466030,20-07-21,The Root,"([signed], [Breonna, legislation])",[signed],"[Breonna, legislation]",signed,Breonna legislation,-1,sign,sign,0.133333333333,0.166666666667,0.566666666667,0.633333333333,0.533333333333,0.866666666667,0.733333333333,0.0,0.633333333333,0.2,0.266666666667,0.0,The Root,Lean Left,from AllSides December 2021,,,https://www.allsides.com/news-source/root,News Media
85550931,20-07-31,Courier-Journal on MSN.com,"([bring], [Breonna, Taylor])",[bring],"[Breonna, Taylor]",bring,Breonna Taylor,-1,bring,bring,0.2,0.233333333333,0.3,0.266666666667,0.2,0.0666666666667,0.466666666667,0.0666666666667,0.166666666667,0.233333333333,0.3,0.1,,,,,,,
85428484,20-07-15,YAHOO!,"([arrested], [JusticeForBreonna, BlackLivesMatter, "", Stills])",[arrested],"[JusticeForBreonna, BlackLivesMatter, "", Stills]",arrested,"JusticeForBreonna BlackLivesMatter "" Stills",-1,arrest,arrest,-0.133333333333,0.166666666667,-0.733333333333,-0.733333333333,0.266666666667,0.466666666667,0.733333333333,-0.866666666667,0.3,-0.0666666666667,0.0666666666667,-0.866666666667,Yahoo News,Lean Left,from AllSides December 2021,,https://www.yahoo.com/,https://www.allsides.com/news-source/yahoo-news-media-bias,News Media
85523679,20-07-28,Gizmodo,"([mention], [Breonna, Taylor])",[mention],"[Breonna, Taylor]",mention,Breonna Taylor,-1,mention,mention,0.0666666666667,0.3,0.133333333333,0.2,0.133333333333,0.333333333333,0.733333333333,0.0666666666667,0.0,0.1,0.2,0.2,Gizmodo,Lean Left,from AllSides December 2021,,http://gizmodo.com,https://www.allsides.com/news-source/gizmodo,News Media
85553886,20-07-31,TMZ,"([killed], [Breonna])",[killed],[Breonna],killed,Breonna,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,,Lean Left,Ad Fontes Media Bias Chart 2021,,,,
31907923,20-06-20,sfchronicle.com,"([mentions], [Breonna, Taylor])",[mentions],"[Breonna, Taylor]",mentions,Breonna Taylor,-1,mention,mention,0.0666666666667,0.3,0.133333333333,0.2,0.133333333333,0.333333333333,0.733333333333,0.0666666666667,0.0,0.1,0.2,0.2,San Francisco Chronicle,Left,from AllSides December 2021,,,https://www.allsides.com/news-source/san-francisco-chronicle,News Media
31894734,20-06-12,wired.com,"([had], [Breonna, Taylor])",[had],"[Breonna, Taylor]",had,Breonna Taylor,-1,have,have,0.366666666667,0.333333333333,0.466666666667,0.0666666666667,0.2,0.466666666667,0.6,0.0666666666667,0.366666666667,0.4,0.366666666667,0.0666666666667,Wired,Center,from AllSides December 2021,,https://www.wired.com/,https://www.allsides.com/news-source/wired,News Media
31895426,20-06-12,latimes.com,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,LA Times (Los Angeles Times),Lean Left,from supervisor 2019,media_bias,,,
31904928,20-06-18,theringer.com,"([consumed], [Breonna])",[consumed],[Breonna],consumed,Breonna,-1,consume,consume,0.133333333333,-0.0666666666667,0.566666666667,-0.133333333333,0.733333333333,0.733333333333,0.733333333333,0.0333333333333,0.566666666667,0.2,0.133333333333,0.0333333333333,The Ringer,Lean Left,from supervisor 2019,media_bias,,,
31904928,20-06-18,theringer.com,"([said], [Breonna])",[said],[Breonna],said,Breonna,-1,say,say,0.0,0.166666666667,0.0666666666667,0.133333333333,0.0666666666667,0.0666666666667,1.0,0.0,0.1,0.0333333333333,0.266666666667,0.0,The Ringer,Lean Left,from supervisor 2019,media_bias,,,
85069328,20-06-01,,"([shot], [Ky., Breonna, Taylor])",[shot],"[Ky., Breonna, Taylor]",shot,Ky. Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,,,,,,,
85075824,20-06-02,Cleveland.com,"([shot], [Ky., Breonna, Taylor])",[shot],"[Ky., Breonna, Taylor]",shot,Ky. Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,,,,,,,
85105436,20-06-05,GRAMMY.com,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,,,,,,,
85119436,20-06-07,Houston Chronicle,"([shouted], [Breonna, Taylor])",[shouted],"[Breonna, Taylor]",shouted,Breonna Taylor,-1,shout,shout,0.0333333333333,0.366666666667,0.166666666667,0.0666666666667,0.133333333333,0.466666666667,0.466666666667,0.133333333333,-0.0333333333333,0.133333333333,0.4,0.133333333333,Houston Chronicle,Center,from AllSides December 2021,,https://www.houstonchronicle.com/,https://www.allsides.com/news-source/houston-chronicle-media-bias,News Media
85128430,20-06-08,,"([killed], [Breonna, Taylor])",[killed],"[Breonna, Taylor]",killed,Breonna Taylor,-1,kill,kill,0.0666666666667,-0.666666666667,-0.733333333333,-1.0,-0.333333333333,0.466666666667,0.2,-0.933333333333,-0.4,0.0666666666667,-0.733333333333,-0.866666666667,,,,,,,
85150227,20-06-11,ABC,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,ABC News (Online),Lean Left,from AllSides December 2021,,http://abcnews.go.com/,https://www.allsides.com/news-source/abc-news-media-bias,News Media
85150227,20-06-11,ABC,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,ABC News (Online),Lean Left,from AllSides December 2021,,http://abcnews.go.com/,https://www.allsides.com/news-source/abc-news-media-bias,News Media
85170131,20-06-13,Tennessean,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,The Tennesseean,Center,from AllSides December 2021,,https://www.tennessean.com/,https://www.allsides.com/news-source/tennesseean-media-bias,News Media
85170336,20-06-13,USA Today,"([shot], [Breonna, Taylor])",[shot],"[Breonna, Taylor]",shot,Breonna Taylor,-1,shoot,shoot,-0.0333333333333,-0.166666666667,-0.1,-0.333333333333,0.0666666666667,-0.333333333333,0.733333333333,-0.4,0.1,-0.0333333333333,-0.133333333333,-0.4,USA TODAY,Lean Left,from AllSides December 2021,,https://www.usatoday.com/,https://www.allsides.com/news-source/usa-today-media-bias,News Media
85248534,20-06-23,,"([passed], [Breonna, 's, Law])",[passed],"[Breonna, 's, Law]",passed,Breonna 's Law,-1,pass,pass,0.133333333333,0.266666666667,0.0,0.2,0.2,0.333333333333,0.6,0.0,0.1,0.0333333333333,0.166666666667,0.0333333333333,,,,,,,
85256736,20-06-24,Fox News,"([establish], [the, Breonna, Taylor, Notification, Act])",[establish],"[the, Breonna, Taylor, Notification, Act]",establish,the Breonna Taylor Notification Act,-1,establish,establish,0.233333333333,0.2,0.566666666667,0.733333333333,0.466666666667,0.466666666667,0.733333333333,0.266666666667,0.633333333333,0.3,0.333333333333,0.266666666667,Fox News (Online News),Right,from AllSides December 2021,,http://www.foxnews.com/,https://www.allsides.com/news-source/fox-news-media-bias,News Media
